Date,Store ID,Product ID,Inventory Level,Units Sold,Units Ordered,Price,Discount,Weather Condition,Promotion,Competitor Pricing,Seasonality,Epidemic,Demand,Year,Month,Week,Day,DayOfWeek,IsWeekend,TimeKey
2022-01-02,S002,P0004,49,40,0,36.7,5,Cloudy,0,35.23,Winter,0,59,2022,1,52,2,7,1,2022-W52
2022-01-02,S002,P0005,52,52,412,98.83,5,Cloudy,0,94.92,Winter,0,115,2022,1,52,2,7,1,2022-W52
2022-01-02,S002,P0006,119,116,137,66.76,10,Cloudy,0,59.62,Winter,0,117,2022,1,52,2,7,1,2022-W52
2022-01-02,S002,P0007,144,95,0,30.0,0,Cloudy,0,28.44,Winter,0,95,2022,1,52,2,7,1,2022-W52
2022-01-02,S002,P0008,99,99,153,29.35,0,Cloudy,0,34.68,Winter,0,140,2022,1,52,2,7,1,2022-W52
2022-01-02,S002,P0009,0,0,263,74.78,0,Cloudy,0,83.48,Winter,0,158,2022,1,52,2,7,1,2022-W52
2022-01-02,S002,P0010,318,179,0,101.56,25,Cloudy,1,98.18,Winter,0,234,2022,1,52,2,7,1,2022-W52
2022-01-02,S002,P0011,157,135,474,91.4,15,Cloudy,1,109.66,Winter,0,137,2022,1,52,2,7,1,2022-W52
2022-01-02,S002,P0012,119,75,511,65.63,15,Cloudy,1,56.85,Winter,0,115,2022,1,52,2,7,1,2022-W52
2022-01-02,S002,P0013,59,45,0,20.47,0,Cloudy,0,22.07,Winter,0,75,2022,1,52,2,7,1,2022-W52
2022-01-02,S002,P0014,84,84,564,134.04,10,Cloudy,0,124.77,Winter,0,135,2022,1,52,2,7,1,2022-W52
2022-01-02,S002,P0015,36,36,604,65.22,20,Cloudy,1,71.11,Winter,0,152,2022,1,52,2,7,1,2022-W52
2022-01-02,S002,P0016,0,0,260,107.38,0,Cloudy,0,114.77,Winter,0,159,2022,1,52,2,7,1,2022-W52
2022-01-02,S002,P0017,81,63,323,18.69,10,Cloudy,0,20.42,Winter,0,92,2022,1,52,2,7,1,2022-W52
2022-01-02,S002,P0018,143,74,87,26.16,5,Cloudy,0,31.4,Winter,0,92,2022,1,52,2,7,1,2022-W52
2022-01-02,S002,P0019,82,66,439,93.88,0,Cloudy,0,85.41,Winter,0,101,2022,1,52,2,7,1,2022-W52
2022-01-02,S002,P0020,83,77,214,134.4,0,Cloudy,0,124.57,Winter,0,70,2022,1,52,2,7,1,2022-W52
2022-01-03,S001,P0001,274,142,229,68.55,15,Snowy,1,80.73,Winter,0,132,2022,1,1,3,1,0,2022-W01
2022-01-03,S001,P0002,133,92,118,78.32,0,Snowy,0,77.58,Winter,0,137,2022,1,1,3,1,0,2022-W01
2022-01-03,S001,P0003,3,3,0,51.3,10,Snowy,1,56.0,Winter,0,106,2022,1,1,3,1,0,2022-W01
2022-01-03,S001,P0004,114,55,0,91.74,5,Snowy,0,105.94,Winter,0,63,2022,1,1,3,1,0,2022-W01
2022-01-03,S001,P0005,0,0,761,58.17,25,Snowy,1,57.29,Winter,0,172,2022,1,1,3,1,0,2022-W01
2022-01-03,S001,P0006,72,72,281,36.37,15,Snowy,1,36.01,Winter,0,92,2022,1,1,3,1,0,2022-W01
2022-01-03,S001,P0007,0,0,0,23.81,5,Snowy,0,25.21,Winter,0,101,2022,1,1,3,1,0,2022-W01
2022-01-03,S001,P0008,165,56,0,42.35,0,Snowy,0,38.38,Winter,0,64,2022,1,1,3,1,0,2022-W01
2022-01-03,S001,P0009,140,88,109,98.1,0,Snowy,0,86.64,Winter,0,109,2022,1,1,3,1,0,2022-W01
2022-01-03,S001,P0010,17,17,0,138.64,0,Snowy,0,124.61,Winter,0,82,2022,1,1,3,1,0,2022-W01
2022-01-03,S001,P0011,154,62,0,152.23,10,Snowy,0,175.99,Winter,0,86,2022,1,1,3,1,0,2022-W01
2022-01-03,S001,P0012,215,165,0,88.83,20,Snowy,1,97.64,Winter,0,201,2022,1,1,3,1,0,2022-W01
2022-01-03,S001,P0013,183,47,0,29.75,0,Snowy,0,35.18,Winter,0,64,2022,1,1,3,1,0,2022-W01
2022-01-03,S001,P0014,50,50,0,81.49,5,Snowy,0,79.61,Winter,0,134,2022,1,1,3,1,0,2022-W01
2022-01-03,S001,P0015,130,92,80,16.43,0,Snowy,0,14.9,Winter,0,86,2022,1,1,3,1,0,2022-W01
2022-01-03,S001,P0016,0,0,553,45.61,15,Snowy,1,40.77,Winter,0,193,2022,1,1,3,1,0,2022-W01
2022-01-03,S001,P0017,86,59,94,22.74,0,Snowy,0,21.56,Winter,0,80,2022,1,1,3,1,0,2022-W01
2022-01-03,S001,P0018,186,134,115,72.12,0,Snowy,0,65.71,Winter,0,137,2022,1,1,3,1,0,2022-W01
2022-01-03,S001,P0019,185,48,0,104.22,10,Snowy,0,95.66,Winter,0,68,2022,1,1,3,1,0,2022-W01
2022-01-03,S001,P0020,137,85,0,94.75,25,Snowy,1,86.97,Winter,0,77,2022,1,1,3,1,0,2022-W01
2022-01-03,S002,P0001,0,0,0,84.32,20,Cloudy,1,92.33,Winter,0,189,2022,1,1,3,1,0,2022-W01
2022-01-03,S002,P0002,205,64,166,33.62,5,Cloudy,0,30.87,Winter,0,100,2022,1,1,3,1,0,2022-W01
2022-01-03,S002,P0003,0,0,0,69.5,10,Cloudy,1,79.43,Winter,0,84,2022,1,1,3,1,0,2022-W01
2022-01-03,S002,P0004,9,9,0,37.8,0,Cloudy,0,37.38,Winter,0,53,2022,1,1,3,1,0,2022-W01
2022-01-03,S002,P0005,0,0,0,103.86,10,Cloudy,1,91.4,Winter,0,150,2022,1,1,3,1,0,2022-W01
2022-01-03,S002,P0006,140,140,172,67.06,25,Cloudy,1,64.59,Winter,0,184,2022,1,1,3,1,0,2022-W01
2022-01-03,S002,P0007,49,49,300,27.9,0,Cloudy,0,33.63,Winter,0,89,2022,1,1,3,1,0,2022-W01
2022-01-03,S002,P0008,153,126,155,30.53,0,Cloudy,0,36.87,Winter,0,154,2022,1,1,3,1,0,2022-W01
2022-01-03,S002,P0009,260,134,0,68.23,10,Cloudy,0,64.5,Winter,0,145,2022,1,1,3,1,0,2022-W01
2022-01-03,S002,P0010,139,116,107,86.08,10,Cloudy,0,81.12,Winter,0,105,2022,1,1,3,1,0,2022-W01
2022-01-03,S002,P0011,22,22,0,109.82,0,Cloudy,0,124.57,Winter,0,144,2022,1,1,3,1,0,2022-W01
2022-01-03,S002,P0012,44,44,0,70.05,20,Cloudy,1,59.81,Winter,0,158,2022,1,1,3,1,0,2022-W01
2022-01-03,S002,P0013,14,14,0,18.11,10,Cloudy,0,21.08,Winter,0,70,2022,1,1,3,1,0,2022-W01
2022-01-03,S002,P0014,0,0,0,125.35,10,Cloudy,0,120.17,Winter,0,113,2022,1,1,3,1,0,2022-W01
2022-01-03,S002,P0015,0,0,0,74.64,10,Cloudy,0,83.24,Winter,0,158,2022,1,1,3,1,0,2022-W01
2022-01-03,S002,P0016,323,113,0,69.5,25,Cloudy,1,74.88,Winter,0,109,2022,1,1,3,1,0,2022-W01
2022-01-03,S002,P0017,18,18,0,20.44,0,Cloudy,0,23.47,Winter,0,87,2022,1,1,3,1,0,2022-W01
2022-01-03,S002,P0018,156,96,121,29.14,10,Cloudy,0,24.82,Winter,0,127,2022,1,1,3,1,0,2022-W01
2022-01-03,S002,P0019,16,16,0,96.98,5,Cloudy,0,109.82,Winter,0,145,2022,1,1,3,1,0,2022-W01
2022-01-03,S002,P0020,6,6,0,82.98,25,Cloudy,1,73.24,Winter,0,22,2022,1,1,3,1,0,2022-W01
2022-01-04,S001,P0001,132,42,0,61.66,10,Snowy,0,54.88,Winter,0,67,2022,1,1,4,2,0,2022-W01
2022-01-04,S001,P0002,159,113,102,69.87,0,Snowy,0,81.54,Winter,0,116,2022,1,1,4,2,0,2022-W01
2022-01-04,S001,P0003,0,0,0,46.51,20,Snowy,1,41.33,Winter,0,96,2022,1,1,4,2,0,2022-W01
2022-01-04,S001,P0004,242,58,0,88.09,5,Snowy,0,100.36,Winter,0,52,2022,1,1,4,2,0,2022-W01
2022-01-04,S001,P0005,0,0,0,52.34,20,Snowy,1,61.75,Winter,0,129,2022,1,1,4,2,0,2022-W01
2022-01-04,S001,P0006,0,0,0,37.81,10,Snowy,0,32.55,Winter,0,86,2022,1,1,4,2,0,2022-W01
2022-01-04,S001,P0007,0,0,0,25.59,20,Snowy,1,30.25,Winter,0,185,2022,1,1,4,2,0,2022-W01
2022-01-04,S001,P0008,109,109,141,43.67,10,Snowy,0,48.84,Winter,0,119,2022,1,1,4,2,0,2022-W01
2022-01-04,S001,P0009,161,88,115,81.46,15,Snowy,1,70.34,Winter,0,101,2022,1,1,4,2,0,2022-W01
2022-01-04,S001,P0010,0,0,0,133.12,0,Snowy,0,125.09,Winter,0,71,2022,1,1,4,2,0,2022-W01
2022-01-04,S001,P0011,356,54,0,151.43,10,Snowy,0,148.93,Winter,0,70,2022,1,1,4,2,0,2022-W01
2022-01-04,S001,P0012,447,65,0,75.21,10,Snowy,1,87.92,Winter,0,101,2022,1,1,4,2,0,2022-W01
2022-01-04,S001,P0013,136,79,147,28.99,25,Snowy,1,25.69,Winter,0,126,2022,1,1,4,2,0,2022-W01
2022-01-04,S001,P0014,479,147,368,76.99,10,Snowy,1,73.32,Winter,0,133,2022,1,1,4,2,0,2022-W01
2022-01-04,S001,P0015,118,81,74,15.01,0,Snowy,0,16.1,Winter,0,75,2022,1,1,4,2,0,2022-W01
2022-01-04,S001,P0016,372,100,0,40.46,0,Snowy,0,47.46,Winter,0,111,2022,1,1,4,2,0,2022-W01
2022-01-04,S001,P0017,121,59,0,18.23,10,Snowy,1,21.61,Winter,0,62,2022,1,1,4,2,0,2022-W01
2022-01-04,S001,P0018,167,63,117,57.88,10,Snowy,1,51.61,Winter,0,100,2022,1,1,4,2,0,2022-W01
2022-01-04,S001,P0019,137,49,0,109.44,5,Snowy,0,131.36,Winter,0,80,2022,1,1,4,2,0,2022-W01
2022-01-04,S001,P0020,52,52,424,127.11,10,Snowy,0,111.71,Winter,0,110,2022,1,1,4,2,0,2022-W01
2022-01-04,S002,P0001,331,172,0,103.11,0,Cloudy,0,123.5,Winter,0,180,2022,1,1,4,2,0,2022-W01
2022-01-04,S002,P0002,141,90,0,29.92,10,Cloudy,0,35.78,Winter,0,96,2022,1,1,4,2,0,2022-W01
2022-01-04,S002,P0003,596,166,0,68.92,25,Cloudy,1,75.44,Winter,0,139,2022,1,1,4,2,0,2022-W01
2022-01-04,S002,P0004,339,92,0,37.63,10,Cloudy,0,32.53,Winter,0,80,2022,1,1,4,2,0,2022-W01
2022-01-04,S002,P0005,0,0,0,74.22,15,Cloudy,1,73.52,Winter,0,64,2022,1,1,4,2,0,2022-W01
2022-01-04,S002,P0006,172,98,0,71.52,0,Cloudy,0,65.75,Winter,0,106,2022,1,1,4,2,0,2022-W01
2022-01-04,S002,P0007,226,96,0,28.57,10,Cloudy,1,27.1,Winter,0,112,2022,1,1,4,2,0,2022-W01
2022-01-04,S002,P0008,182,96,0,26.73,0,Cloudy,0,29.55,Winter,0,109,2022,1,1,4,2,0,2022-W01
2022-01-04,S002,P0009,389,110,262,63.42,20,Cloudy,1,60.75,Winter,0,161,2022,1,1,4,2,0,2022-W01
2022-01-04,S002,P0010,130,77,99,81.42,10,Cloudy,0,71.67,Winter,0,88,2022,1,1,4,2,0,2022-W01
2022-01-04,S002,P0011,191,106,0,94.34,10,Cloudy,0,105.72,Winter,0,128,2022,1,1,4,2,0,2022-W01
2022-01-04,S002,P0012,0,0,0,74.94,10,Cloudy,1,72.04,Winter,0,140,2022,1,1,4,2,0,2022-W01
2022-01-04,S002,P0013,331,47,0,16.91,20,Cloudy,1,14.67,Winter,0,69,2022,1,1,4,2,0,2022-W01
2022-01-04,S002,P0014,0,0,0,124.24,15,Cloudy,1,142.52,Winter,0,146,2022,1,1,4,2,0,2022-W01
2022-01-04,S002,P0015,0,0,0,65.07,5,Cloudy,0,72.43,Winter,0,95,2022,1,1,4,2,0,2022-W01
2022-01-04,S002,P0016,470,117,0,93.55,5,Cloudy,0,105.37,Winter,0,129,2022,1,1,4,2,0,2022-W01
2022-01-04,S002,P0017,196,95,0,17.01,25,Cloudy,1,20.16,Winter,0,119,2022,1,1,4,2,0,2022-W01
2022-01-04,S002,P0018,181,181,206,34.99,10,Cloudy,1,38.26,Winter,0,214,2022,1,1,4,2,0,2022-W01
2022-01-04,S002,P0019,0,0,0,95.83,10,Cloudy,0,111.25,Winter,0,160,2022,1,1,4,2,0,2022-W01
2022-01-04,S002,P0020,132,90,255,143.16,5,Cloudy,0,136.86,Winter,0,104,2022,1,1,4,2,0,2022-W01
2022-01-05,S001,P0001,319,129,0,59.56,25,Snowy,1,57.34,Winter,0,110,2022,1,1,5,3,0,2022-W01
2022-01-05,S001,P0002,148,77,85,57.54,10,Snowy,0,63.99,Winter,0,89,2022,1,1,5,3,0,2022-W01
2022-01-05,S001,P0003,612,156,0,61.64,0,Snowy,0,69.67,Winter,0,131,2022,1,1,5,3,0,2022-W01
2022-01-05,S001,P0004,184,38,0,76.08,25,Snowy,1,75.04,Winter,0,62,2022,1,1,5,3,0,2022-W01
2022-01-05,S001,P0005,271,91,0,57.21,15,Snowy,1,53.28,Winter,0,122,2022,1,1,5,3,0,2022-W01
2022-01-05,S001,P0006,172,143,0,35.63,25,Snowy,1,34.75,Winter,0,125,2022,1,1,5,3,0,2022-W01
2022-01-05,S001,P0007,335,97,0,28.84,0,Snowy,0,33.46,Winter,0,147,2022,1,1,5,3,0,2022-W01
2022-01-05,S001,P0008,141,57,0,39.03,10,Snowy,1,42.99,Winter,0,85,2022,1,1,5,3,0,2022-W01
2022-01-05,S001,P0009,188,130,167,92.22,10,Snowy,1,105.32,Winter,0,140,2022,1,1,5,3,0,2022-W01
2022-01-05,S001,P0010,300,86,0,117.69,15,Snowy,1,113.38,Winter,0,82,2022,1,1,5,3,0,2022-W01
2022-01-05,S001,P0011,302,62,0,137.69,25,Snowy,1,120.07,Winter,0,95,2022,1,1,5,3,0,2022-W01
2022-01-05,S001,P0012,382,111,0,65.96,25,Snowy,1,58.69,Winter,0,101,2022,1,1,5,3,0,2022-W01
2022-01-05,S001,P0013,204,44,0,30.86,0,Snowy,0,34.03,Winter,0,74,2022,1,1,5,3,0,2022-W01
2022-01-05,S001,P0014,332,86,0,73.34,15,Snowy,1,72.81,Winter,0,136,2022,1,1,5,3,0,2022-W01
2022-01-05,S001,P0015,111,40,0,11.68,10,Snowy,0,13.69,Winter,0,37,2022,1,1,5,3,0,2022-W01
2022-01-05,S001,P0016,272,140,0,43.67,20,Snowy,1,40.52,Winter,0,200,2022,1,1,5,3,0,2022-W01
2022-01-05,S001,P0017,62,36,52,17.91,10,Snowy,0,19.32,Winter,0,57,2022,1,1,5,3,0,2022-W01
2022-01-05,S001,P0018,221,109,119,57.56,20,Snowy,1,52.64,Winter,0,136,2022,1,1,5,3,0,2022-W01
2022-01-05,S001,P0019,88,66,50,89.13,15,Snowy,1,102.26,Winter,0,55,2022,1,1,5,3,0,2022-W01
2022-01-05,S001,P0020,0,0,0,122.84,20,Snowy,1,110.93,Winter,0,137,2022,1,1,5,3,0,2022-W01
2022-01-05,S002,P0001,509,132,371,80.86,20,Snowy,1,69.75,Winter,0,154,2022,1,1,5,3,0,2022-W01
2022-01-05,S002,P0002,217,81,139,30.8,5,Snowy,0,29.74,Winter,0,74,2022,1,1,5,3,0,2022-W01
2022-01-05,S002,P0003,430,93,0,75.8,0,Snowy,0,88.98,Winter,0,79,2022,1,1,5,3,0,2022-W01
2022-01-05,S002,P0004,247,65,210,31.95,15,Snowy,1,37.15,Winter,0,65,2022,1,1,5,3,0,2022-W01
2022-01-05,S002,P0005,334,107,0,95.04,15,Snowy,1,113.93,Winter,0,157,2022,1,1,5,3,0,2022-W01
2022-01-05,S002,P0006,74,74,115,63.82,10,Snowy,1,68.88,Winter,0,119,2022,1,1,5,3,0,2022-W01
2022-01-05,S002,P0007,130,69,0,22.96,10,Snowy,0,25.89,Winter,0,64,2022,1,1,5,3,0,2022-W01
2022-01-05,S002,P0008,86,86,140,23.51,25,Snowy,1,20.93,Winter,0,145,2022,1,1,5,3,0,2022-W01
2022-01-05,S002,P0009,279,243,521,86.08,10,Snowy,1,81.81,Winter,0,236,2022,1,1,5,3,0,2022-W01
2022-01-05,S002,P0010,152,53,0,73.77,15,Snowy,1,70.27,Winter,0,76,2022,1,1,5,3,0,2022-W01
2022-01-05,S002,P0011,559,206,568,120.94,10,Snowy,1,114.78,Winter,0,201,2022,1,1,5,3,0,2022-W01
2022-01-05,S002,P0012,413,60,0,56.28,15,Snowy,1,61.95,Winter,0,84,2022,1,1,5,3,0,2022-W01
2022-01-05,S002,P0013,284,66,0,19.27,10,Snowy,0,18.88,Winter,0,73,2022,1,1,5,3,0,2022-W01
2022-01-05,S002,P0014,289,171,0,126.06,20,Snowy,1,111.81,Winter,0,155,2022,1,1,5,3,0,2022-W01
2022-01-05,S002,P0015,457,76,0,69.42,0,Snowy,0,68.34,Winter,0,84,2022,1,1,5,3,0,2022-W01
2022-01-05,S002,P0016,353,173,264,80.89,25,Snowy,1,89.91,Winter,0,161,2022,1,1,5,3,0,2022-W01
2022-01-05,S002,P0017,424,52,0,18.76,10,Snowy,0,17.08,Winter,0,78,2022,1,1,5,3,0,2022-W01
2022-01-05,S002,P0018,206,120,0,22.23,25,Snowy,1,25.93,Winter,0,115,2022,1,1,5,3,0,2022-W01
2022-01-05,S002,P0019,391,96,0,68.86,20,Snowy,1,76.1,Winter,0,90,2022,1,1,5,3,0,2022-W01
2022-01-05,S002,P0020,256,79,0,122.57,10,Snowy,1,137.11,Winter,0,89,2022,1,1,5,3,0,2022-W01
2022-01-06,S001,P0001,190,98,308,84.03,0,Sunny,0,95.54,Winter,0,146,2022,1,1,6,4,0,2022-W01
2022-01-06,S001,P0002,156,86,103,55.73,20,Sunny,1,67.09,Winter,0,115,2022,1,1,6,4,0,2022-W01
2022-01-06,S001,P0003,456,97,442,62.85,5,Sunny,0,61.5,Winter,0,138,2022,1,1,6,4,0,2022-W01
2022-01-06,S001,P0004,146,41,115,76.7,25,Sunny,1,69.92,Winter,0,65,2022,1,1,6,4,0,2022-W01
2022-01-06,S001,P0005,667,71,0,55.13,10,Sunny,0,54.53,Winter,0,92,2022,1,1,6,4,0,2022-W01
2022-01-06,S001,P0006,310,130,440,44.53,10,Sunny,0,38.82,Winter,0,138,2022,1,1,6,4,0,2022-W01
2022-01-06,S001,P0007,735,110,0,28.44,0,Sunny,0,27.95,Winter,0,125,2022,1,1,6,4,0,2022-W01
2022-01-06,S001,P0008,84,84,108,47.69,5,Sunny,0,43.48,Winter,0,114,2022,1,1,6,4,0,2022-W01
2022-01-06,S001,P0009,225,152,151,100.31,10,Sunny,1,109.87,Winter,0,170,2022,1,1,6,4,0,2022-W01
2022-01-06,S001,P0010,712,37,0,118.84,0,Sunny,0,135.43,Winter,0,54,2022,1,1,6,4,0,2022-W01
2022-01-06,S001,P0011,240,96,197,135.85,25,Sunny,1,115.6,Winter,0,91,2022,1,1,6,4,0,2022-W01
2022-01-06,S001,P0012,271,100,0,79.21,5,Sunny,0,70.24,Winter,0,85,2022,1,1,6,4,0,2022-W01
2022-01-06,S001,P0013,160,142,181,33.78,15,Sunny,1,37.71,Winter,0,154,2022,1,1,6,4,0,2022-W01
2022-01-06,S001,P0014,246,138,0,88.88,5,Sunny,0,83.07,Winter,0,165,2022,1,1,6,4,0,2022-W01
