Product ID,TimeKey,Predicted_Profit_Uplift,Promote_Flag
P0001,2023-W05,0.0,0
P0001,2023-W05,0.0,0
P0001,2023-W06,-179.48544945735972,0
P0001,2023-W06,-579.4314983159819,0
P0001,2023-W06,-264.84044236673503,0
P0001,2023-W06,0.0,0
P0001,2023-W06,-275.24865828135023,0
P0001,2023-W06,-892.576485411792,0
P0001,2023-W06,-202.27876602586605,0
P0001,2023-W06,0.0,0
P0001,2023-W06,-346.42867328125,0
P0001,2023-W06,-577.9014221448873,0
P0001,2023-W06,-755.9480399223924,0
P0001,2023-W06,-262.1966616582679,0
P0001,2023-W06,-561.2073353850845,0
P0001,2023-W06,-696.9548922030949,0
P0001,2023-W07,-844.1912768390972,0
P0001,2023-W07,-301.1231055381415,0
P0001,2023-W07,-187.675831883217,0
P0001,2023-W07,-1532.2358886268973,0
P0001,2023-W07,0.0,0
P0001,2023-W07,-209.11311282956783,0
P0001,2023-W07,-1839.077625234396,0
P0001,2023-W07,-406.2478105830725,0
P0001,2023-W07,-50.3424571281134,0
P0001,2023-W07,0.0,0
P0001,2023-W07,0.0,0
P0001,2023-W07,0.0,0
P0001,2023-W07,-186.34309806854253,0
P0001,2023-W07,-594.9918232710858,0
P0001,2023-W08,-285.4401503620335,0
P0001,2023-W08,0.0,0
P0001,2023-W08,-114.61063472160735,0
P0001,2023-W08,0.0,0
P0001,2023-W08,-2959.4059824614083,0
P0001,2023-W08,-242.476739144118,0
P0001,2023-W08,-415.7329953859136,0
P0001,2023-W08,-1108.7483120247039,0
P0001,2023-W08,-1445.1999271329862,0
P0001,2023-W08,-1151.797101118298,0
P0001,2023-W08,-447.97813183703175,0
P0001,2023-W08,-112.75259382897757,0
P0001,2023-W08,-262.39294240264127,0
P0001,2023-W08,-217.69072167090746,0
P0001,2023-W09,-132.89893516428148,0
P0001,2023-W09,-296.9132840071803,0
P0001,2023-W09,-128.21385735020152,0
P0001,2023-W09,-160.75458172816525,0
P0001,2023-W09,-1595.4217736181706,0
P0001,2023-W09,-1978.9519224988044,0
P0001,2023-W09,-749.4861017428337,0
P0001,2023-W09,-1436.1841141364575,0
P0001,2023-W09,-426.883361759483,0
P0001,2023-W09,-736.6549350449142,0
P0001,2023-W09,-340.258927606693,0
P0001,2023-W09,-1102.1921818417793,0
P0001,2023-W09,0.0,0
P0001,2023-W09,-1114.992722328606,0
P0001,2023-W10,-265.14070208865047,0
P0001,2023-W10,-25.016025762267965,0
P0001,2023-W10,-448.9502475340942,0
P0001,2023-W10,0.0,0
P0001,2023-W10,-277.9968819069643,0
P0001,2023-W10,-398.9860870904971,0
P0001,2023-W10,0.0,0
P0001,2023-W10,-342.06268955290017,0
P0001,2023-W10,-664.7456497764624,0
P0001,2023-W10,-1310.575824148488,0
P0001,2023-W10,-306.7802849618273,0
P0001,2023-W10,-1208.757371823708,0
P0001,2023-W10,-477.98063245560496,0
P0001,2023-W10,0.0,0
P0001,2023-W11,-538.547835003834,0
P0001,2023-W11,-1761.7562988291802,0
P0001,2023-W11,-87.4883807981426,0
P0001,2023-W11,0.0,0
P0001,2023-W11,-1348.614786652181,0
P0001,2023-W11,-2498.2835143538223,0
P0001,2023-W11,0.0,0
P0001,2023-W11,0.0,0
P0001,2023-W11,-367.9439852177816,0
P0001,2023-W11,-828.7841958619985,0
P0001,2023-W11,-686.4032954796603,0
P0001,2023-W11,-1110.7599764046047,0
P0001,2023-W11,0.0,0
P0001,2023-W11,0.0,0
P0001,2023-W12,-744.1958837050561,0
P0001,2023-W12,-1141.5997307179935,0
P0001,2023-W12,-340.79251755601564,0
P0001,2023-W12,-497.3498767586678,0
P0001,2023-W12,-1351.0073172514165,0
P0001,2023-W12,0.0,0
P0001,2023-W12,-279.6323926605874,0
P0001,2023-W12,-828.7841958619985,0
P0001,2023-W12,-802.0750953201941,0
P0001,2023-W12,-902.1368544343303,0
P0001,2023-W12,-967.3027178042764,0
P0001,2023-W12,0.0,0
P0001,2023-W12,-893.1568897590731,0
P0001,2023-W12,-1540.6239006213323,0
P0001,2023-W13,-188.51075820142864,0
P0001,2023-W13,-1117.4112462124378,0
P0001,2023-W13,-473.4006947571462,0
P0001,2023-W13,-924.381002407852,0
P0001,2023-W13,0.0,0
P0001,2023-W13,-212.77221485769954,0
P0001,2023-W13,-549.6999510981491,0
P0001,2023-W13,-570.0681779172957,0
P0001,2023-W13,-383.8721640369757,0
P0001,2023-W13,-212.32304625956138,0
P0001,2023-W13,-310.3669153215351,0
P0001,2023-W13,-366.1847641162813,0
P0001,2023-W13,-435.8790582317909,0
P0001,2023-W13,-363.6589799391991,0
P0001,2023-W14,-248.3779668511319,0
P0001,2023-W14,-742.0841459973444,0
P0001,2023-W14,-42.328001032671025,0
P0001,2023-W14,0.0,0
P0001,2023-W14,-288.20146583197305,0
P0001,2023-W14,-506.1756783571935,0
P0001,2023-W14,-65.65764673102233,0
P0001,2023-W14,0.0,0
P0001,2023-W14,-1327.1367192118892,0
P0001,2023-W14,-1139.7423126832593,0
P0001,2023-W14,-1956.5320254637918,0
P0001,2023-W14,-2566.8604777900714,0
P0001,2023-W14,-610.0789792345988,0
P0001,2023-W14,0.0,0
P0001,2023-W15,-790.9409596954108,0
P0001,2023-W15,0.0,0
P0001,2023-W15,0.0,0
P0001,2023-W15,-1116.2693058563218,0
P0001,2023-W15,-275.5464576006688,0
P0001,2023-W15,-739.0398957349504,0
P0001,2023-W15,-67.61688743152054,0
P0001,2023-W15,-408.6054845621626,0
P0001,2023-W15,-348.3370717955424,0
P0001,2023-W15,-399.13052021423516,0
P0001,2023-W15,-771.8223384661309,0
P0001,2023-W15,-3683.38506871016,0
P0001,2023-W15,-181.36731333122688,0
P0001,2023-W15,-885.9138152139449,0
P0001,2023-W16,-1121.026212976445,0
P0001,2023-W16,-224.29901293255128,0
P0001,2023-W16,-110.94531914967291,0
P0001,2023-W16,-205.95992695279364,0
P0001,2023-W16,-412.50808020980946,0
P0001,2023-W16,-798.0932471567369,0
P0001,2023-W16,-184.0829496395788,0
P0001,2023-W16,0.0,0
P0001,2023-W16,-372.3852143881176,0
P0001,2023-W16,-2414.9536772943034,0
P0001,2023-W16,-361.7424707708309,0
P0001,2023-W16,-119.54186176948124,0
P0001,2023-W16,-363.9449016890101,0
P0001,2023-W16,-329.03662543672476,0
P0001,2023-W17,-133.3930770570844,0
P0001,2023-W17,-158.25493390884378,0
P0001,2023-W17,-145.87186287325457,0
P0001,2023-W17,0.0,0
P0001,2023-W17,-362.3746437184445,0
P0001,2023-W17,-1288.8645280189955,0
P0001,2023-W17,-1614.0055838793937,0
P0001,2023-W17,-1525.889238211402,0
P0001,2023-W17,-587.033020223292,0
P0001,2023-W17,-1943.0589912706896,0
P0001,2023-W17,-361.16694506769113,0
P0001,2023-W17,-660.1901740180768,0
P0001,2023-W17,0.0,0
P0001,2023-W17,-272.4815499020165,0
P0001,2023-W18,-156.63369782002556,0
P0001,2023-W18,-505.77489857317494,0
P0001,2023-W18,0.0,0
P0001,2023-W18,-708.9432237355986,0
P0001,2023-W18,-720.5261508817493,0
P0001,2023-W18,-1228.8583309858107,0
P0001,2023-W18,0.0,0
P0001,2023-W18,-343.18086317260344,0
P0001,2023-W18,0.0,0
P0001,2023-W18,-445.12492427359996,0
P0001,2023-W18,-1875.353765199949,0
P0001,2023-W18,-1813.5901979805453,0
P0001,2023-W18,-464.0372647929746,0
P0001,2023-W18,-1404.5863453539266,0
P0001,2023-W19,0.0,0
P0001,2023-W19,-446.2279543262094,0
P0001,2023-W19,0.0,0
P0001,2023-W19,-255.1460251983208,0
P0001,2023-W19,-962.5319038019302,0
P0001,2023-W19,-1522.364580245075,0
P0001,2023-W19,-292.10367911955774,0
P0001,2023-W19,-981.0827574972801,0
P0001,2023-W19,-344.3503285633708,0
P0001,2023-W19,-959.6628840816888,0
P0001,2023-W19,-1656.4573451400547,0
P0001,2023-W19,-1146.2403882281249,0
P0001,2023-W19,-195.03743660341289,0
P0001,2023-W19,-1158.2510486122185,0
P0001,2023-W20,0.0,0
P0001,2023-W20,0.0,0
P0001,2023-W20,-775.3212519739465,0
P0001,2023-W20,-598.3520480759961,0
P0001,2023-W20,-928.3992252963831,0
P0001,2023-W20,-1334.5718336293107,0
P0001,2023-W20,-155.74277296632454,0
P0001,2023-W20,-667.2906884954414,0
P0001,2023-W20,-1258.366128076867,0
P0001,2023-W20,-1815.2856251084193,0
P0001,2023-W20,0.0,0
P0001,2023-W20,-350.38108232403,0
P0001,2023-W20,-710.5892882537512,0
P0001,2023-W20,-1239.1933201404408,0
P0001,2023-W21,-413.5982929614441,0
P0001,2023-W21,-962.2824735837622,0
P0001,2023-W21,-1023.4936505121917,0
P0001,2023-W21,-1225.835456993581,0
P0001,2023-W21,0.0,0
P0001,2023-W21,-1164.6768124524317,0
P0001,2023-W21,0.0,0
P0001,2023-W21,-816.0561655652987,0
P0001,2023-W21,-320.9090510043016,0
P0001,2023-W21,0.0,0
P0001,2023-W21,-430.84476076556865,0
P0001,2023-W21,0.0,0
P0001,2023-W21,0.0,0
P0001,2023-W21,-159.96656022781426,0
P0001,2023-W22,-286.10011356229114,0
P0001,2023-W22,-601.1028122527647,0
P0001,2023-W22,0.0,0
P0001,2023-W22,0.0,0
P0001,2023-W22,-238.52354825626594,0
P0001,2023-W22,-488.5525361581359,0
P0001,2023-W22,0.0,0
P0001,2023-W22,0.0,0
P0001,2023-W22,-244.4608259096076,0
P0001,2023-W22,-936.725627157995,0
P0001,2023-W22,0.0,0
P0001,2023-W22,0.0,0
P0001,2023-W22,-573.4548034511945,0
P0001,2023-W22,-4725.85031923299,0
P0001,2023-W23,0.0,0
P0001,2023-W23,0.0,0
P0001,2023-W23,-1200.4312953838014,0
P0001,2023-W23,-4843.27427434009,0
P0001,2023-W23,-1809.4471989496506,0
P0001,2023-W23,-842.9754081629125,0
P0001,2023-W23,0.0,0
P0001,2023-W23,-1275.011642389005,0
P0001,2023-W23,0.0,0
P0001,2023-W23,0.0,0
P0001,2023-W23,-272.74261782054236,0
P0001,2023-W23,-1048.2172152352548,0
P0001,2023-W23,-660.3291481215621,0
P0001,2023-W23,0.0,0
P0001,2023-W24,0.0,0
P0001,2023-W24,0.0,0
P0001,2023-W24,-621.0967314974341,0
P0001,2023-W24,-3127.0478885273046,0
P0001,2023-W24,-1191.418116891581,0
P0001,2023-W24,-1128.9653159013308,0
P0001,2023-W24,0.0,0
P0001,2023-W24,-1079.7865633378271,0
P0001,2023-W24,-591.3125143535086,0
P0001,2023-W24,-1917.0823273836263,0
P0001,2023-W24,-205.8489032614729,0
P0001,2023-W24,-909.0655150895512,0
P0001,2023-W24,-872.5108454341539,0
P0001,2023-W24,-1630.251707217668,0
P0001,2023-W25,-1141.2033368371508,0
P0001,2023-W25,0.0,0
P0001,2023-W25,-1344.8543138815899,0
P0001,2023-W25,-4378.545417231878,0
P0001,2023-W25,-202.6090641627375,0
P0001,2023-W25,-914.4031084255357,0
P0001,2023-W25,-1534.4321911723162,0
P0001,2023-W25,-5020.388390791729,0
P0001,2023-W25,0.0,0
P0001,2023-W25,0.0,0
P0001,2023-W25,-1072.2627531518133,0
P0001,2023-W25,-2373.3514252418954,0
P0001,2023-W25,-673.7853679226463,0
P0001,2023-W25,0.0,0
P0001,2023-W26,-555.5390141901713,0
P0001,2023-W26,-160.3944431977505,0
P0001,2023-W26,-287.1916248175397,0
P0001,2023-W26,0.0,0
P0001,2023-W26,-617.2333414590081,0
P0001,2023-W26,0.0,0
P0001,2023-W26,-550.0006797373986,0
P0001,2023-W26,-471.37868366019524,0
P0001,2023-W26,-460.42547921049385,0
P0001,2023-W26,0.0,0
P0001,2023-W26,0.0,0
P0001,2023-W26,-842.24489084825,0
P0001,2023-W26,-470.64061678978453,0
P0001,2023-W26,-509.1523877538986,0
P0001,2023-W27,-526.0250098037703,0
P0001,2023-W27,0.0,0
P0001,2023-W27,-1137.7986747074442,0
P0001,2023-W27,-2407.249896228579,0
P0001,2023-W27,-2451.364309658634,0
P0001,2023-W27,-811.8199470256432,0
P0001,2023-W27,-117.85121924176788,0
P0001,2023-W27,0.0,0
P0001,2023-W27,-201.4312915755175,0
P0001,2023-W27,0.0,0
P0001,2023-W27,-1340.1090634339498,0
P0001,2023-W27,-1996.011497775188,0
P0001,2023-W27,-589.6509623187055,0
P0001,2023-W27,-1355.3510788182748,0
P0001,2023-W28,-2548.6455174244516,0
P0001,2023-W28,-1248.0235846513358,0
P0001,2023-W28,-489.49271599416073,0
P0001,2023-W28,-429.66808808291603,0
P0001,2023-W28,-645.5526751602928,0
P0001,2023-W28,-513.9037994978682,0
P0001,2023-W28,-1239.4735351365462,0
P0001,2023-W28,-4646.803100934649,0
P0001,2023-W28,0.0,0
P0001,2023-W28,-1295.9639621019526,0
P0001,2023-W28,0.0,0
P0001,2023-W28,0.0,0
P0001,2023-W28,-416.35029747583826,0
P0001,2023-W28,-323.73172398458047,0
P0001,2023-W29,-54.88163371124211,0
P0001,2023-W29,-262.79542187694693,0
P0001,2023-W29,-141.48055707515343,0
P0001,2023-W29,-1525.674679477661,0
P0001,2023-W29,0.0,0
P0001,2023-W29,-897.286851222076,0
P0001,2023-W29,-603.0945422282341,0
P0001,2023-W29,-1599.114291308638,0
P0001,2023-W29,0.0,0
P0001,2023-W29,-1192.4732291209925,0
P0001,2023-W29,0.0,0
P0001,2023-W29,-718.7901687792023,0
P0001,2023-W29,-903.6537108011539,0
P0001,2023-W29,-4773.257647175144,0
P0001,2023-W30,0.0,0
P0001,2023-W30,-118.23332666560515,0
P0001,2023-W30,-314.4490949152625,0
P0001,2023-W30,-2.934871184411755,0
P0001,2023-W30,-2044.1842222295777,0
P0001,2023-W30,-2357.3431941294025,0
P0001,2023-W30,-1364.5697616842986,0
P0001,2023-W30,-2693.9881790955537,0
P0001,2023-W30,-1405.0765564296657,0
P0001,2023-W30,-3474.5716610983386,0
P0001,2023-W30,0.0,0
P0001,2023-W30,0.0,0
P0001,2023-W30,-295.6509186638686,0
P0001,2023-W30,-370.0598933113863,0
P0001,2023-W31,-307.01612769176785,0
P0001,2023-W31,-388.53234351913835,0
P0001,2023-W31,-371.80540908895813,0
P0001,2023-W31,-772.6298642861819,0
P0001,2023-W31,-1755.0644015351218,0
P0001,2023-W31,-2582.291980055782,0
P0001,2023-W31,0.0,0
P0001,2023-W31,0.0,0
P0001,2023-W31,0.0,0
P0001,2023-W31,-398.7461159156733,0
P0001,2023-W31,-1200.1779437747664,0
P0001,2023-W31,-529.8379122373484,0
P0001,2023-W31,0.0,0
P0001,2023-W31,-395.95552169602337,0
P0001,2023-W32,-324.63566477090563,0
P0001,2023-W32,-571.255436613682,0
P0001,2023-W32,-1574.6269647286979,0
P0001,2023-W32,-1256.9443632346658,0
P0001,2023-W32,-215.87008296946496,0
P0001,2023-W32,0.0,0
P0001,2023-W32,-119.4605080477591,0
P0001,2023-W32,-797.0268766426567,0
P0001,2023-W32,-351.5987943393153,0
P0001,2023-W32,-571.1470288096027,0
P0001,2023-W32,-643.8111466595442,0
P0001,2023-W32,-2452.0742706799156,0
P0001,2023-W32,-467.60830013742896,0
P0001,2023-W32,0.0,0
P0001,2023-W33,0.0,0
P0001,2023-W33,0.0,0
P0001,2023-W33,-728.6951886356961,0
P0001,2023-W33,-926.7953296154369,0
P0001,2023-W33,-259.19763072030673,0
P0001,2023-W33,0.0,0
P0001,2023-W33,-953.4613574176507,0
P0001,2023-W33,-1914.6361320689227,0
P0001,2023-W33,0.0,0
P0001,2023-W33,0.0,0
P0001,2023-W33,0.0,0
P0001,2023-W33,0.0,0
P0001,2023-W33,0.0,0
P0001,2023-W33,-791.8738659651547,0
P0001,2023-W34,0.0,0
P0001,2023-W34,0.0,0
P0001,2023-W34,-1597.6565002160798,0
P0001,2023-W34,-1860.1605155918787,0
P0001,2023-W34,0.0,0
P0001,2023-W34,-506.3085524460369,0
P0001,2023-W34,-466.62794415906086,0
P0001,2023-W34,-804.3118720381641,0
P0001,2023-W34,-719.850004231971,0
P0001,2023-W34,-1257.308482650249,0
P0001,2023-W34,-927.0495793984024,0
P0001,2023-W34,-1164.636930189008,0
P0001,2023-W34,-1556.2181957099288,0
P0001,2023-W34,-1725.8405944157585,0
P0001,2023-W35,-723.8503232388294,0
P0001,2023-W35,-1335.5166692733453,0
P0001,2023-W35,0.0,0
P0001,2023-W35,0.0,0
P0001,2023-W35,-521.4485637737537,0
P0001,2023-W35,-909.4024797941297,0
P0001,2023-W35,-271.2811140448809,0
P0001,2023-W35,-482.1767689600633,0
P0001,2023-W35,-869.7073224381642,0
P0001,2023-W35,-1002.7277876439964,0
P0001,2023-W35,-1303.0341195077528,0
P0001,2023-W35,-2350.6624811908073,0
P0001,2023-W35,0.0,0
P0001,2023-W35,0.0,0
P0001,2023-W36,0.0,0
P0001,2023-W36,-181.67848700040057,0
P0001,2023-W36,-377.78170499888756,0
P0001,2023-W36,-3827.575377411671,0
P0001,2023-W36,-759.6815699195529,0
P0001,2023-W36,-9.719749083167882,0
P0001,2023-W36,0.0,0
P0001,2023-W36,-576.5552126994248,0
P0001,2023-W36,-534.4689390191575,0
P0001,2023-W36,-351.00897630728605,0
P0001,2023-W36,-320.9090510043016,0
P0001,2023-W36,0.0,0
P0001,2023-W36,-1318.9889941819358,0
P0001,2023-W36,-620.7644888876841,0
P0001,2023-W37,-940.7155744881107,0
P0001,2023-W37,-4675.820465082227,0
P0001,2023-W37,-259.19763072030673,0
P0001,2023-W37,-882.7882648272431,0
P0001,2023-W37,-937.1334420034417,0
P0001,2023-W37,-1658.3885540830818,0
P0001,2023-W37,-855.4624617899524,0
P0001,2023-W37,-2421.57260364723,0
P0001,2023-W37,-388.0902170623786,0
P0001,2023-W37,-2657.3777179394065,0
P0001,2023-W37,0.0,0
P0001,2023-W37,-1323.9329243735067,0
P0001,2023-W37,0.0,0
P0001,2023-W37,0.0,0
P0001,2023-W38,-1079.0205054210558,0
P0001,2023-W38,-1124.1978366969247,0
P0001,2023-W38,-1489.9090755386776,0
P0001,2023-W38,-3268.1619448942265,0
P0001,2023-W38,-626.8710690644737,0
P0001,2023-W38,-518.2356671193301,0
P0001,2023-W38,0.0,0
P0001,2023-W38,0.0,0
P0001,2023-W38,-211.93224090354576,0
P0001,2023-W38,0.0,0
P0001,2023-W38,0.0,0
P0001,2023-W38,0.0,0
P0001,2023-W38,-626.8710690644737,0
P0001,2023-W38,-3196.9492301940086,0
P0001,2023-W39,-329.03662543672476,0
P0001,2023-W39,-981.0827574972801,0
P0001,2023-W39,0.0,0
P0001,2023-W39,-360.8500807098098,0
P0001,2023-W39,-400.7893011246914,0
P0001,2023-W39,-491.25309068016907,0
P0001,2023-W39,-523.2492539616785,0
P0001,2023-W39,-3586.605500131104,0
P0001,2023-W39,-284.14685083138033,0
P0001,2023-W39,-416.81763297551055,0
P0001,2023-W39,-366.8077464473385,0
P0001,2023-W39,-410.40727404159475,0
P0001,2023-W39,-1655.6019954115839,0
P0001,2023-W39,-917.3588368860616,0
P0001,2023-W40,-1797.2694648653116,0
P0001,2023-W40,-2371.189955163973,0
P0001,2023-W40,0.0,0
P0001,2023-W40,0.0,0
P0001,2023-W40,-340.0296779444247,0
P0001,2023-W40,-592.3864334639862,0
P0001,2023-W40,-154.4618242547455,0
P0001,2023-W40,-641.5902369058392,0
P0001,2023-W40,-329.0750601786528,0
P0001,2023-W40,-961.1381990316341,0
P0001,2023-W40,-275.5999052734273,0
P0001,2023-W40,-241.44808235079157,0
P0001,2023-W40,-48.281264800853435,0
P0001,2023-W40,-447.71662319325037,0
P0001,2023-W41,-430.3647152210881,0
P0001,2023-W41,-402.26578862744196,0
P0001,2023-W41,-282.7585075732336,0
P0001,2023-W41,-160.2338634205667,0
P0001,2023-W41,-306.4185680885285,0
P0001,2023-W41,-253.85926917220098,0
P0001,2023-W41,-507.10653999178726,0
P0001,2023-W41,-1641.468585763814,0
P0001,2023-W41,-187.06114556473298,0
P0001,2023-W41,0.0,0
P0001,2023-W41,-71.75390419417195,0
P0001,2023-W41,0.0,0
P0001,2023-W41,-128.0273527521266,0
P0001,2023-W41,0.0,0
P0001,2023-W42,0.0,0
P0001,2023-W42,0.0,0
P0001,2023-W42,-277.63241082880285,0
P0001,2023-W42,-2639.5739509216032,0
P0001,2023-W42,-83.28856392518036,0
P0001,2023-W42,-292.4772148490289,0
P0001,2023-W42,-699.6068190766002,0
P0001,2023-W42,-1046.8616125875155,0
P0001,2023-W42,-530.0809613699687,0
P0001,2023-W42,-827.6674037207948,0
P0001,2023-W42,-188.88128422880237,0
P0001,2023-W42,0.0,0
P0001,2023-W42,-129.597520066945,0
P0001,2023-W42,-302.1216038908009,0
P0001,2023-W43,-1283.3717512994347,0
P0001,2023-W43,-1891.005738298436,0
P0001,2023-W43,-145.26352175656768,0
P0001,2023-W43,-195.7850509978463,0
P0001,2023-W43,-885.6340777803844,0
P0001,2023-W43,-1068.46911345787,0
P0001,2023-W43,-942.6736782234409,0
P0001,2023-W43,-2492.778577240246,0
P0001,2023-W43,-1166.282673703895,0
P0001,2023-W43,-832.8610989151256,0
P0001,2023-W43,0.0,0
P0001,2023-W43,0.0,0
P0001,2023-W43,-463.90086339771716,0
P0001,2023-W43,-392.48161280780465,0
P0001,2023-W44,0.0,0
P0001,2023-W44,0.0,0
P0001,2023-W44,0.0,0
P0001,2023-W44,-669.9982117509976,0
P0001,2023-W44,-1395.3148323267576,0
P0001,2023-W44,-2802.2670953418296,0
P0001,2023-W44,0.0,0
P0001,2023-W44,0.0,0
P0001,2023-W44,-1372.0513146696987,0
P0001,2023-W44,-2661.2815765051714,0
P0001,2023-W44,-738.9799945266479,0
P0001,2023-W44,-547.1416131037953,0
P0001,2023-W44,-619.5235289768501,0
P0001,2023-W44,0.0,0
P0001,2023-W45,0.0,0
P0001,2023-W45,-506.30947519694945,0
P0001,2023-W45,-674.6969891183428,0
P0001,2023-W45,-813.2614921221949,0
P0001,2023-W45,-1157.6414663919868,0
P0001,2023-W45,-1241.8779033168578,0
P0001,2023-W45,0.0,0
P0001,2023-W45,-933.5868775471984,0
P0001,2023-W45,0.0,0
P0001,2023-W45,-691.4897849060806,0
P0001,2023-W45,0.0,0
P0001,2023-W45,0.0,0
P0001,2023-W45,-789.3761991895318,0
P0001,2023-W45,-1505.2952878027174,0
P0001,2023-W46,-341.45047078939484,0
P0001,2023-W46,-1685.4092913816075,0
P0001,2023-W46,-738.0444906749974,0
P0001,2023-W46,-642.5140922142916,0
P0001,2023-W46,-363.2009056417396,0
P0001,2023-W46,-306.3058187708115,0
P0001,2023-W46,-3131.7399468705767,0
P0001,2023-W46,-970.2726257445662,0
P0001,2023-W46,-614.6583659939286,0
P0001,2023-W46,0.0,0
P0001,2023-W46,-862.402711924392,0
P0001,2023-W46,-530.3106937946993,0
P0001,2023-W46,0.0,0
P0001,2023-W46,-1167.194355476157,0
P0001,2023-W47,-881.9875655284553,0
P0001,2023-W47,-2473.0352949507883,0
P0001,2023-W47,-380.05015755758427,0
P0001,2023-W47,-414.93426208645286,0
P0001,2023-W47,-707.3628488922654,0
P0001,2023-W47,-1001.4274398722549,0
P0001,2023-W47,-264.84044236673503,0
P0001,2023-W47,-594.9077793651495,0
P0001,2023-W47,0.0,0
P0001,2023-W47,-205.00527689373632,0
P0001,2023-W47,0.0,0
P0001,2023-W47,-354.8792865761115,0
P0001,2023-W47,-1324.9101781309264,0
P0001,2023-W47,-159.39731681789706,0
P0001,2023-W48,0.0,0
P0001,2023-W48,0.0,0
P0001,2023-W48,0.0,0
P0001,2023-W48,-158.25493390884378,0
P0001,2023-W48,0.0,0
P0001,2023-W48,0.0,0
P0001,2023-W48,0.0,0
P0001,2023-W48,-539.1933863513873,0
P0001,2023-W48,0.0,0
P0001,2023-W48,0.0,0
P0001,2023-W48,-1821.4108788711776,0
P0001,2023-W48,-2317.5934532375327,0
P0001,2023-W48,-335.8600277423785,0
P0001,2023-W48,-573.4457140307228,0
P0001,2023-W49,-505.01225874662407,0
P0001,2023-W49,-1136.3473337455555,0
P0001,2023-W49,0.0,0
P0001,2023-W49,0.0,0
P0001,2023-W49,-905.1898679625281,0
P0001,2023-W49,0.0,0
P0001,2023-W49,0.0,0
P0001,2023-W49,0.0,0
P0001,2023-W49,-1253.5552896459824,0
P0001,2023-W49,-770.1096951624703,0
P0001,2023-W49,-724.9293069487737,0
P0001,2023-W49,0.0,0
P0001,2023-W49,-1987.5314609429558,0
P0001,2023-W49,-3409.572162703374,0
P0001,2023-W50,0.0,0
P0001,2023-W50,-425.7322768914514,0
P0001,2023-W50,-1656.5675922699404,0
P0001,2023-W50,-770.6011692314058,0
P0001,2023-W50,-248.73157772161414,0
P0001,2023-W50,-725.6341172093092,0
P0001,2023-W50,-260.86303726728954,0
P0001,2023-W50,0.0,0
P0001,2023-W50,-508.8710649383105,0
